ip range,net_class,uphost_count,responsive
192.168.3.0/24,C,25,"{'192.168.3.1': ['135', '139', '445', '3389'], '192.168.3.21': ['22'], '192.168.3.24': ['22', '80'], '192.168.3.27': ['22'], '192.168.3.28': ['22'], '192.168.3.29': ['22'], '192.168.3.30': ['22'], '192.168.3.31': ['22'], '192.168.3.32': ['22'], '192.168.3.33': ['22'], '192.168.3.37': ['22'], '192.168.3.65': ['22'], '192.168.3.95': ['22'], '192.168.3.103': ['22', '80'], '192.168.3.113': ['22'], '192.168.3.118': ['22'], '192.168.3.121': ['22', '80'], '192.168.3.133': ['22'], '192.168.3.138': ['22', '80'], '192.168.3.144': ['22'], '192.168.3.146': ['22'], '192.168.3.148': ['22'], '192.168.3.195': ['22'], '192.168.3.204': ['22'], '192.168.3.216': ['22']}"
